,date,ALGN,AMGN,BAX,BDX,BIIB,BIO,BSX,CAH,CI,CNC,COO,COR,CRL,CTLT,DGX,DVA,DXCM,ELV,EW,GEHC,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,LH,MCK,MDNAF,MDT,MOH,MTD,PODD,REGN,RVTY,STE,SYK,TECH,TMO,Ticker,UBER,UHS,UNH,VRTX,WAT,WST,XRAY,ZBH
795,07/13/2023,367.56,227.66,46.72,259.95,277.97,397.78,52.79,93.42,270.06,63.65,390.09,191.28,209.16,46.25,140.78,103.26,133.98,417.63,93.09,81.4,76.71,295.98,79.28,82.07,424.29,532.8,188.83,61.94,219.63,346.97,211.74,409.69,0.494,88.05,289.68,1327.73,285.75,720.98,122.28,228.74,299.64,84.44,526.65,,45.64,153.09,447.75,349.02,269.26,383.66,41.43,143.11
796,07/14/2020,299.62,253.09,84.65,256.975609756098,281.27,488.96,35.22,50.93,182.17,65.28,287.9,99.33,187.45,79.32,122.71,81.95,102.585,263.47,71.22,,77.19,98.96,59.43,59.69,396.54,338.47,376.25,103.02,147.78,195.113333333333,161.374570446735,147.84,3.6,94.65,185.48,849.34,196.17,641.23,106.76,153.32,182.71,66.6675,387.46,,30.93,92.68,308.52,293.83,198.07,233.28,42.65,120.553398058252
797,07/14/2021,635.09,244.7,81,240,352.06,658.6,42.74,57.07,236.02,73.77,405.51,113.56,382.29,111.14,134.61,121.05,110.1225,395.07,106.79,,67.93,218.75,67.56,76.78,460.11,659.85,460.92,79.87,246.0,318.36,238.178694158076,189.1,2.84,127.74,255.1,1435.56,260.67,581.06,151.98,208.0,261.36,111.2175,510.78,,47.15,153.08,414.74,197.89,371.64,371.44,62.16,151.04854368932
798,07/14/2022,247.18,245.59,63.42,234.16,214.27,487.95,36.71,54.05,264.91,85.76,288.5,139.53,210.43,100.2,133.23,82.63,76.5,466.39,96.91,,61.81,167.49,69.39,75.19,472.6,366.06,177.23,79.63,212.0,204.31,206.503436426117,326.49,1.29,87.51,285.07,1138.22,227.47,598.86,133.68,206.79,192.38,85.3475,525.63,,20.65,100.27,502.43,286.15,328.55,294.37,34.2,101.65
799,07/14/2023,366.88,227.43,46.86,259.39,278.93,396.57,53.03,93.14,282.76,65.63,397.36,191.42,207.56,46.65,140.44,103.74,137.32,438.73,93.38,81.82,77.19,296.56,80.32,80.39,434.93,536.89,187.15,61.76,221.1,354.0,212.77,409.5,0.487,87.65,298.55,1331.93,290.89,718.52,122.81,229.08,302.43,84.22,529.36,,44.75,153.68,480.17,352.74,270.77,385.13,40.91,142.37
800,07/15/2019,284.3,176.12,82.01,247.063414634146,233.62,312.35,42.45,47.5,177.03,54.06,331.94,89.93,136.12,53.98,101.12,56.95,37.7775,306.85,63.63,,68.07,140.92,47.34,71.35,285.32,284.08,302.29,81.39,158.4,175.916666666667,150.0,142.72,1.2,99.82,142.02,825.22,120.7,298.2,95.01,148.73,205.49,52.64,288.83,,44.53,133.76,265.96,176.37,216.62,124.38,57.09,118.349514563107
801,07/15/2020,314.3,253.31,87.09,260.448780487805,282.96,498.35,36.7,52.09,181.04,65.6,296.84,101.9,193.45,83.71,122.24,84.54,104.485,267.28,72.47,,76.65,105.65,60.26,63.68,395.37,340.74,382.33,104.25,152.37,202.6,162.156357388316,153.5,3.74,97.16,185.86,869.04,202.25,632.74,108.97,157.59,188.62,68.575,392.7,,32.81,97.95,304.07,295.11,220.8,241.22,45.16,127.883495145631
802,07/15/2021,621.7,246.63,81.06,240.604878048781,328.16,666.77,42.16,56.77,234.91,73.3,402.76,113.16,382.15,109.7,134.07,119.81,110.355,396.12,106.34,,68.3,220.29,68.37,75.34,466.93,657.42,462.49,79.99,246.5,317.886666666667,237.929553264605,189.5,2.88,125.36,260.76,1436.03,260.36,589.32,153.17,206.54,257.05,112.3775,514.48,,46.42,153.14,420.05,200.09,372.26,371.96,61.8,148.640776699029
803,07/15/2022,254.88,248.69,64.91,239.24,217.01,494.04,37.55,55.21,274.11,89.66,293.51,142.22,219.75,103.17,135.86,85.47,79.14,488.92,99.43,,62.6,171.61,70.59,76.53,487.54,370.14,189.21,80.03,219.08,210.92,210.060137457045,330.0,1.38,89.12,298.89,1158.96,232.28,607.54,135.15,209.26,194.76,86.0875,538.87,,21.67,103.05,529.75,292.84,334.01,300.44,34.91,103.51
804,07/16/2018,362.28,194.88,74.01,239.151219512195,353.03,300.52,33.15,50.71,172.35,66.615,242.7,86.9,117.66,42.86,114.38,71.71,24.8625,248.28,48.8933333333333,,77.26,106.83,41.09,58.1019607843137,315.68,237.92,301.99,70.11,107.69,172.686666666667,160.171821305842,135.58,1.102,87.73,105.99,575.36,85.99,364.75,75.5,109.72,173.42,37.8875,208.8,,,114.71,256.98,181.22,193.5,98.45,44.72,109.349514563107
805,07/16/2019,281.07,177.47,82.07,245.248780487805,231.55,309.39,41.86,46.79,179.96,53.74,328.19,89,135.2,53.74,101.47,57.7,37.4625,305.41,62.51,,66.94,139.7,47.08,69.93,284.3,283.66,302.3,79.88,156.57,171.853333333333,150.386597938144,142.96,1.22,99.87,141.27,821.85,119.68,298.37,95.3,148.36,205.4,52.57,286.21,,44.13,133.97,264.66,176.16,214.81,123.22,56.47,118.533980582524
806,07/16/2020,309,255.2,85.81,258.585365853659,279.54,501.99,36.37,52.42,180,66.03,288.93,102.74,190.7,83.53,123.68,84.81,103.305,264.09,71.85,,76.64,107.14,59.96,64.76,395.89,339.2,375.88,101.58,149.68,201.416666666667,163.616838487973,153.37,3.679,95.75,184.18,860.68,196.42,632.21,108.94,157.1,186.59,68.1675,392.42,,32.35,98.4,307.15,290.56,224.04,240.36,44.33,126.757281553398
807,07/16/2021,616.12,247.96,81.42,242.019512195122,324.62,674.78,42.1,56.82,233.83,72.66,403.89,112.88,384.49,109.17,134.52,119.37,112.1725,393.59,106.92,,68.63,219.2,69.54,75.12,470.9,667.76,465.46,78.33,247.7,316.703333333333,237.5,189.22,2.81,125.8,257.13,1448.99,268.33,583.24,154.1,207.7,257.59,114.67,519.79,,46.19,151.33,419.7,202.28,370.69,373.66,61.16,148.932038834951
808,07/17/2018,370.53,193.92,74.75,241.707317073171,354.98,302.62,33.95,49.97,170.71,66.955,246.07,86.82,119.95,43.29,114.06,71.32,25.435,246.03,49.7333333333333,,77.2,108.41,41.5,58.5647058823529,313.89,239.79,305.49,70.23,109.0,174.593333333333,158.805841924399,134.58,1.102,88.29,105.87,584.8,87.36,365.43,76.37,110.2,176.11,38.1175,211.04,,,114.97,250.29,182.59,196.01,98.87,45.7,110.446601941748
809,07/17/2019,283.91,177.06,82.65,245.707317073171,229.44,308.53,42.24,45.07,178.48,53.23,331.36,85.46,135.23,53.76,100.16,56.65,36.8925,304.69,63.2533333333333,,66.92,139.97,47.34,69.33,281.98,284.73,302.9,80.23,156.02,174.5,149.372852233677,138.63,1.18,100.92,140.67,818.13,121.25,299.42,95.1,147.84,207.95,52.5075,287.0,,43.62,132.88,266.65,177.14,212.81,121.91,56.93,119.436893203883
810,07/17/2020,322.3,258.46,87.56,260.468292682927,281.88,516.7,37.71,53.13,179.81,66.27,291.37,104.45,196.26,85.35,125.11,85.11,106.1075,266.37,74.11,,77.51,106.06,61.88,66.97,404.49,349.85,383.64,104.11,154.05,216.913333333333,166.365979381443,154.81,3.94,98.58,185.88,867.89,199.93,644.06,108.98,159.96,193.05,69.94,395.4,,32.55,97.6,306.53,294.53,226.89,246.94,44.77,131.203883495146
811,07/17/2023,370.36,227.84,46.55,256.64,278.4,387.71,52.61,93.47,281.16,65.07,393.97,192.14,209.34,46.46,139.91,104.53,137.45,437.17,92.65,81.19,77.48,291.86,78.96,80.23,434.41,551.84,184.14,61.08,221.37,353.84,212.59,411.67,0.482,86.71,299.91,1328.46,287.96,721.61,121.0,228.35,298.62,82.8,525.26,,45.51,153.44,484.08,357.98,269.83,383.62,40.57,140.66
812,07/18/2018,372.31,192.8,74.7,240.146341463415,358.51,303.5,33.74,49.49,177.75,67.01,246.79,86.33,120.42,43.18,113.53,70.61,25.88,248.63,49.9366666666667,,77.12,106.59,41.08,57.8352941176471,317.01,239.1,307.28,70.37,109.68,175.97,159.716494845361,134.34,1.102,88.01,106.24,585.61,88.65,365.98,76.93,110.49,173.74,38.045,211.43,,,112.68,255.42,181.13,194.26,98.01,44.24,109.106796116505
813,07/18/2019,283.37,179.54,83.08,247.639024390244,232.23,310.06,42.64,45.19,176.94,53.17,331.91,86.76,137.25,54.29,100.87,56.74,38.3475,304.57,64.36,,67.21,141.23,48.5,68.88,283.33,289.85,298.55,81.31,157.28,178.876666666667,150.317869415808,139.68,1.1,101.34,142.09,828.96,122.32,303.09,95.33,147.87,210.45,53.605,293.73,,43.71,133.18,260.6,178.09,214.81,122.07,57.0,120.466019417476
814,07/18/2022,254.08,243.84,64.36,234.31,214.34,475.79,37.17,54.74,268.35,89.72,294.14,140.4,212.6,99.93,133.65,84.96,76.99,480.8,97.45,,60.9,171.69,68.47,76.59,484.46,360.6,187.29,78.86,212.87,206.26,206.941580756014,326.03,1.499,87.9,298.02,1122.8,225.37,586.7,132.37,207.93,189.27,84.06,520.76,,22.58,103.75,519.37,286.06,323.39,291.98,34.78,103.48
815,07/18/2023,360.62,232.57,47.05,256.32,276.17,384.61,52.81,93.19,284.82,66.33,393.25,192.39,201.34,45.79,140.36,106.16,137.93,443.69,91.99,82.47,78.22,289.74,77.77,79.24,440.73,547.47,180.33,61.68,224.23,354.93,212.72,410.64,0.438,86.6,303.06,1335.01,285.39,726.55,122.28,226.95,296.64,82.3,523.68,,47.41,153.02,500.0,358.98,271.88,384.59,40.55,140.86
816,07/19/2018,370.32,191.76,74.74,240.956097560976,358.11,306.39,33.72,49,175.9,67.625,247.99,85.56,122.12,43.34,114.99,70.57,25.635,248.64,50.0933333333333,,77.05,107.7,41.32,58.6509803921569,318.4,242.82,309.1,70.11,110.25,173.763333333333,160.644329896907,133.81,1.102,88.42,105.59,598.11,88.89,367.74,78.4,111.31,172.86,38.4725,216.08,,,112.77,252.93,180.12,197.64,99.47,45.34,108.970873786408
817,07/19/2019,281.21,178.39,83.1,244.721951219512,231.27,315.18,42.25,44.99,173.69,52.66,331.52,85.52,135.64,54.3,99.28,56.05,38.145,302.12,64.7766666666667,,65.04,139.48,48.27,67.5,281.67,284.69,293.2,80.54,155.85,176.27,148.831615120275,138.9,1.1,100.8,140.38,813.85,121.17,298.11,93.83,146.25,208.02,52.3675,289.82,,43.18,132.63,256.65,174.13,213.72,121.41,56.67,119.854368932039
818,07/19/2021,595.56,246.73,80.27,241.219512195122,324.16,673.84,41.23,56.02,227.63,71.37,396.76,112.6,378.3,110.84,136.25,117.82,108.7625,384.44,102.91,,68.23,217.63,70.37,73.8,460.93,669.4,469.74,77.56,241.69,310.73,236.099656357388,188.42,2.53,122.75,250.14,1438.66,265.0,585.23,154.91,204.3,248.9,113.8575,521.62,,45.56,146.29,409.06,199.24,362.99,371.0,60.69,145.796116504854
819,07/19/2022,267.31,247.32,65.32,238.46,220.26,490.09,37.71,55.68,274.6,91.35,303.1,143.09,226.01,102.72,136.66,87.67,80.64,497.43,101.24,,62.12,178.18,70.49,77.95,495.31,377.1,194.64,81.36,220.5,214.44,211.288659793814,329.97,1.48,90.33,304.95,1156.87,231.21,595.73,137.39,212.97,197.3,87.56,536.87,,22.67,107.72,533.45,289.6,330.76,300.19,35.88,107.24
820,07/19/2023,342.58,232.05,47.85,254.9,276.89,397.07,52.34,92.15,292.66,68.49,394.84,191.94,204.02,46.32,143.1,104.76,133.63,463.21,91.62,81.75,78.96,286.71,78.54,79.46,447.26,547.75,184.53,62.9,225.46,349.7,217.11,410.99,0.446,86.12,312.45,1340.03,287.82,719.01,126.53,227.44,294.48,83.88,535.55,,47.12,152.39,503.7,358.57,280.08,385.62,40.67,140.79
821,07/20/2018,375.38,190.49,75,241.004878048781,358.71,305.44,33.77,48.8,178.09,67.725,248.58,84.7,124.27,43.98,114.46,69.98,25.5575,248.52,50.8733333333333,,77.37,108,41.12,59.0666666666667,317.81,248.14,311.15,69.2,111.11,172.26,160.601374570447,132.9,1.102,88.02,106.15,602.56,87.6,367.11,78.0,111.96,174.3,39.105,216.85,,,112.67,252.7,177.4,197.15,99.61,45.03,108.407766990291
822,07/20/2020,312.97,260.95,87.82,261.317073170732,283.4,520.37,37.17,53.15,175.86,64.86,289.31,102.19,197.94,85.86,126.9,85.51,108.0925,259,74.64,,78.08,104.97,61.43,66.44,396.76,361.0,398.62,109.69,155.2,222.513333333333,167.938144329897,153.5,4.1,95.73,179.2,866.47,203.1,658.21,109.81,157.45,190.68,70.74,402.97,,33.66,96.03,303.46,303.1,227.06,251.84,43.48,126.873786407767
823,07/20/2021,615.71,246.89,80.54,240.975609756098,322.49,668.42,42.79,57.69,232.02,71.67,402.32,116.49,385.48,112.69,136.27,119.41,111.925,389.94,106.58,,69.16,248.9,70.17,75.77,460.5,669.39,487.25,79.21,247.07,318.35,237.783505154639,194.36,2.35,125.51,254.21,1443.41,272.9,587.24,155.38,208.35,255.18,116.7575,522.58,,46.32,153.17,412.97,196.55,372.12,372.69,62.58,151.097087378641
824,07/20/2022,274.49,246.63,65.59,237.19,207.49,496.04,37.28,55.69,266.72,90.16,307.11,141.49,230.22,104.21,134.84,86.17,82.19,459.54,101.53,,61.55,178.81,70.11,78.0,483.69,383.81,200.66,82.49,220.6,219.22,210.721649484536,326.6,1.45,89.23,299.14,1166.42,236.98,594.59,139.99,213.43,198.05,89.1425,538.65,,24.12,108.0,519.47,285.5,329.9,303.41,36.13,108.0
825,07/20/2023,330.99,233.23,49.29,263.41,274.7,398.21,53.46,94.1,294.22,70.18,391.85,193.41,203.99,47.58,143.6,105.49,130.65,475.76,92.65,81.85,79.94,286.91,79.3,79.91,447.41,542.86,184.17,64.01,226.37,347.66,218.7,418.77,0.42,89.35,317.13,1349.84,278.83,723.02,126.73,230.15,296.04,86.92,538.27,,46.57,151.42,504.24,361.82,279.77,378.75,40.59,142.73
826,07/21/2020,315.33,257.91,88.67,264.692682926829,280.19,519.04,37.48,55.99,178.3,65.87,291.57,104.15,198.02,85.98,128.61,86,107.255,265.71,75.94,,76.78,109.33,61.84,67.66,397.59,363.32,389.84,106.65,156.95,219.383333333333,169.080756013746,155.98,4.09,96.81,181.46,870.51,202.35,638.86,111.59,157.16,192.51,69.24,403.09,,32.55,100.2,305.11,291.4,222.82,252.86,43.84,128.669902912621
827,07/21/2021,619.65,244.85,80.27,240.341463414634,322.96,663.05,43.58,58.6,233.57,72.91,401.5,118.22,385.77,113.54,135.78,120.1,111.745,383.59,106.05,,68.41,249.25,70,77.14,463.48,670.51,480.85,79.14,243.03,314.98,238.393470790378,197.54,2.41,127.05,256.5,1432.79,271.48,583.72,156.63,209.85,258.68,115.785,514.26,,47.52,153.61,414.64,196.27,370.67,367.95,63.76,154.922330097087
828,07/21/2022,284.24,245.78,66.03,241.08,214.06,534.41,38.12,56.13,266.35,90.51,315.88,142.14,238.04,110.1,134.63,86.17,83.99,461.94,103.77,,61.01,181.31,71.89,77.94,485.7,398.35,207.0,82.86,225.63,224.75,213.994845360825,327.81,1.37,90.26,302.52,1240.29,244.34,592.44,147.96,219.71,200.24,92.5275,575.0,,24.23,109.48,522.46,283.11,349.48,316.6,36.47,108.45
829,07/21/2023,337.37,234.82,48.56,264.84,276.74,414.18,53.16,93.19,293.77,70.63,387.61,192.59,206.38,47.59,144.37,102.78,130.6,475.93,92.57,82.63,80.64,285.14,80.88,79.92,456.89,554.6,190.49,64.15,228.26,336.66,219.21,414.25,0.423,88.96,318.47,1361.86,284.28,734.63,130.87,232.09,295.59,89.42,562.19,,47.23,148.51,506.53,362.46,288.72,377.32,40.76,142.23
830,07/22/2019,274.47,175.89,82.69,246.351219512195,232.48,311.62,42.5,44.53,170.61,52.19,332.96,85.05,136.46,54.94,98.08,58.8,38.7775,301.78,64.67,,64.91,140.57,48.22,66.78,282.19,287.07,298.28,81.71,156.27,178.5,147.895189003436,138.76,1.01,101.24,141.0,818.7,120.87,296.52,94.23,147.22,208.49,52.19,291.73,,43.69,132.67,255.32,174.08,216.01,123.01,56.23,119.233009708738
831,07/22/2020,317.97,256.98,89.2,266.770731707317,280.81,520.27,38.39,56.16,176.93,66.82,289.76,103.81,198.16,85.04,129.76,87.12,106.5375,268.09,77.91,,76.25,122.42,62.17,67.75,402.37,365.23,391.71,105.37,164.29,227.113333333333,171.881443298969,156.25,4.15,97.49,183.75,883.35,203.28,637.53,112.02,157.84,194.87,68.9825,410.76,,32.66,106.01,306.71,291.23,223.84,255.37,44.07,129.21359223301
832,07/22/2021,627.92,244.74,80.51,243.268292682927,326.36,675.41,43.55,59.03,232.24,73.15,404.08,119.84,393.25,115.19,137.97,120.11,112.7225,384.3,107.06,,68.65,246.79,71.77,76.44,463.7,683.03,486.52,78.62,244.91,324.63,241.494845360825,199.03,2.26,127.11,257.57,1459.59,271.46,586.88,160.06,212.17,259.1,117.295,524.5,,47.57,150.68,415.77,196.02,377.17,373.98,63.3,154.038834951456
833,07/22/2022,265.88,245.95,66.16,242.13,206.25,524.62,38.12,56.99,269.2,90.94,313.44,142.5,237.01,107.61,131.03,87.1,83.78,459.6,102.58,,60.8,202.03,70.54,77.04,488.97,393.51,201.69,80.9,221.74,211.85,211.632302405498,330.44,1.4,90.72,301.67,1224.14,240.64,586.11,146.67,217.53,199.42,90.8125,561.54,,23.3,110.99,521.41,280.29,345.68,313.64,35.96,107.0
834,07/23/2018,377.5,189.97,74.94,242.156097560976,358.13,308.12,33.71,49.16,177.42,68.06,250.26,84.75,124.63,43.88,114.89,70.88,26.0825,248.83,50.8933333333333,,77.38,108.36,41.4,60.0941176470588,317.86,248.55,311.04,68.96,111.37,173.29,161.743986254296,132.63,1.102,88.63,106.92,594.61,86.28,366.21,77.61,112.52,174.68,39.725,218.48,,,115.5,252.74,176.54,196.45,100.08,46.53,109.611650485437
835,07/23/2019,272.96,176.01,83.3,249.551219512195,243.88,316.12,42.88,44.4,172.1,52.56,335,85.81,137.43,54.87,103.38,59.3,37.9875,302.59,65.1533333333333,,66.4,140.67,48.83,67.5,281.67,286.82,304.64,78.51,156.76,179.263333333333,151.176975945017,138.11,0.99,101.61,141.21,818.31,121.75,309.26,94.51,147.27,209.37,52.005,293.62,,43.36,133.71,255.01,175.24,218.61,123.27,56.51,121.194174757282
836,07/23/2020,299.05,252.24,89.49,266.058536585366,278.51,520.32,38.43,56.55,179.12,67.74,284.68,104.03,198.2,83.48,127.6,87.68,105.0025,269.93,77.32,,75.56,126.97,61.94,68.38,397.75,360.84,386.45,101.68,161.48,228.85,170.756013745704,156.66,4.03,96.57,183.54,885.37,201.62,630.31,112.03,158.03,195.16,68.355,410.48,,32.17,107.5,302.97,284.46,226.38,262.06,43.98,128.902912621359
837,07/23/2021,638.28,247.72,81.14,244.956097560976,325.4,682.92,44.12,59.2,232.88,73.46,410.07,121.31,396.32,116.26,139.43,120.61,115.18,382.29,109.4,,69.02,248.46,72.3,77.36,471.22,693.74,495.51,79.3,249.08,325.486666666667,243.788659793814,202.63,2.31,128.54,261.2,1477.14,276.55,586.35,164.34,212.47,262.67,118.6,532.26,,47.46,152.67,417.7,200.5,384.7,381.07,63.59,155.31067961165
838,07/24/2018,372.59,191.4,75.54,242.419512195122,372.84,307.99,33.57,49.19,176.43,65,250.92,83.93,123.82,40.24,105.42,70.07,25.4375,246.08,50.77,,77.65,108.16,41.72,60.2509803921569,314.96,248.07,308.64,68.99,118.38,174.406666666667,158.487972508591,131.98,1.102,88.91,105.93,602.76,83.79,372.77,78.69,112.7,172.92,40.6225,221.4,,,114.33,253.76,174.88,197.77,98.99,46.73,111.271844660194
839,07/24/2019,275.16,175.77,83.93,250,241.24,323.48,42.87,44.75,171.28,53.73,336.62,86.89,139.84,55.42,103.36,59.56,38.24,288.91,71.6266666666667,,66.64,143.29,49.44,67.63,276.09,285.4,304.01,79.15,160.61,181.013333333333,153.006872852234,140.37,0.84,102.33,136.4,812.17,123.57,313.63,95.06,148.36,213.57,52.25,288.36,,43.76,137.0,251.13,173.34,218.5,122.27,56.6,122.165048543689
840,07/24/2020,298.14,247.98,89.26,265.258536585366,272.33,515.75,38.6,56.5,181.02,67.51,283.58,103.76,192.83,81.64,124.99,87.33,105.4375,270.49,78.13,,73.64,125.51,61.75,67.03,392.14,359.23,382.25,99.42,157.88,225.11,170.73883161512,155.34,3.96,96.35,184.25,862.72,196.69,608.94,110.37,156.35,198.83,67.5175,406.38,,31.18,108.08,300.79,278.49,223.05,262.66,43.24,130.203883495146
841,07/24/2023,337.01,235.42,48.28,279.97,277,416.9,52.17,93.05,292.06,70.86,386.96,191.45,207.25,47.94,144.02,102.1,127.72,471.16,91.4,80.63,77.66,285.18,81.32,79.41,453.44,554.03,188.07,63.46,228.16,323.56,218.82,413.18,0.394,88.76,313.97,1362.02,279.6,727.13,130.01,232.17,290.73,87.91,571.52,,47.32,148.32,508.68,357.05,286.97,376.06,40.46,140.87
842,07/25/2018,381.77,193.04,76.51,245.034146341463,383.83,311.79,34.32,49.42,177.5,65.94,254.99,84.77,123.3,42.35,107.66,69.48,25.9275,247.93,51.7066666666667,,78.92,118.13,42,60.5019607843137,316.57,251.13,315.83,70.1,125.24,179.323333333333,154.347079037801,133.35,1.102,89.73,106.38,612.61,85.62,374.49,79.23,113.16,169.98,41.41,229.28,,,118.12,254.86,176.81,196.66,99.67,46.79,113.728155339806
843,07/25/2019,200.9,174.11,85.16,247.951219512195,238.21,319.67,42.01,44.91,166.55,52.13,337.7,85.93,138.48,56.3,102.22,58.93,37.8725,293.95,70.8233333333333,,66.32,141.87,49.36,67.39,274.44,283.56,298.6,78.8,160.09,177.23,147.568728522337,138.12,0.989,102.09,135.47,790.68,123.34,303.42,94.6,147.9,212.66,52.4725,290.59,,43.4,136.97,248.7,169.56,218.25,132.86,55.85,120.300970873786
844,07/25/2022,252.07,248.72,66.26,242.63,207.57,528.18,38,57.28,272.63,91.93,313.71,144.15,235.32,107.92,131.05,85.89,82.6,470.86,102.09,,60.75,198.63,70.26,77.42,491.79,375.56,199.51,80.62,221.62,219.17,212.104810996564,336.2,1.37,90.75,307.71,1230.22,240.58,587.28,146.39,218.07,201.51,90.275,567.44,,23.35,110.1,529.47,283.68,344.94,313.51,35.75,107.9
845,07/25/2023,332.14,235.31,48.8,283.31,270.31,420.5,52.41,93.73,294.69,70.32,386.32,191.89,211.07,48.2,144.92,102.95,129.96,475.85,91.68,80.21,77.23,285.53,81.47,80.14,454.34,556.67,189.35,63.79,231.57,330.9,221.7,411.27,0.37,88.96,315.65,1312.92,281.74,729.88,129.57,233.02,290.91,86.2,570.91,,47.17,149.64,510.93,358.06,286.54,377.13,40.57,140.3
846,07/26/2018,363.02,194.05,73.71,245.239024390244,344.74,313.61,34.33,49.28,177.94,66.515,255.52,83.24,124.64,42.64,107.34,70.18,25.495,247.08,51.6866666666667,,78.16,124.3,42.61,60.4941176470588,319.11,247.98,311.59,69.91,122.03,175.653333333333,149.948453608247,127.06,1.102,89.26,106.76,617.94,85.74,373.59,79.36,113.5,171.39,41.6525,234.0,,,124.92,257.0,175.87,198.48,110.85,46.99,113.699029126214
847,07/26/2019,198.84,175.34,85.15,248.185365853659,238.21,324.38,42.08,45.12,167.3,53.42,337.98,86.12,139.93,57.26,101.28,59.4,38.4425,299.98,70.95,,66.92,145.06,49.49,67.8,276.87,283.94,300.9,80.15,159.88,175.876666666667,143.067010309278,138.95,0.951,102.55,139.86,775.11,123.99,309.18,95.03,149.44,214.45,53.6525,287.21,,44.52,151.89,252.94,166.83,217.63,136.91,56.02,130.582524271845
848,07/26/2021,635.58,245.08,80.77,243.346341463415,331.93,685.56,43.97,58.98,228.44,72.67,405.61,120.79,393.27,113,138.38,119.74,113.145,378.5,108.89,,68.75,245.76,71.53,77.37,467.31,685.67,491.51,77.31,247.29,322.033333333333,241.494845360825,202.5,2.36,128.07,257.83,1471.56,263.67,577.78,172.11,211.69,263.53,118.0325,529.12,,46.81,154.61,413.54,198.93,382.31,377.51,63.63,155.0
849,07/26/2022,251.86,251.14,66.74,244.15,210.85,534.68,37.96,57.8,274.83,93.15,310.85,145.2,232.73,107.63,133.2,85.57,82.7,468.96,102.13,,60.62,203.94,70.06,77.56,492.28,377.0,199.29,79.84,219.68,216.79,212.13058419244,337.67,1.39,91.9,308.68,1235.85,239.5,582.56,147.86,219.46,204.41,92.6575,573.27,,22.55,109.36,531.59,288.22,349.14,313.36,35.83,108.02
850,07/26/2023,339.85,235.21,48.95,282.8,265.25,422.63,52.4,92.28,290.69,69.97,389.47,187.71,213.03,48.9,136.24,101.2,130.69,469.59,91.63,77.43,77.19,282.18,81.9,79.82,448.21,556.16,191.19,62.8,231.96,329.37,218.84,403.79,0.45,90.4,311.17,1335.02,280.87,730.96,129.83,231.86,290.12,84.98,574.41,,47.31,141.43,508.0,351.91,289.92,379.42,40.47,141.82
851,07/27/2018,353.77,192.44,71.71,244.09756097561,340.4,307.44,33.77,49.32,177.25,66.04,253.99,82.92,122.26,42.63,106.72,69.67,23.8375,249.48,47.29,,76.81,124.15,42.48,60.8470588235294,315.1,241.27,301.15,68.64,120.45,173.07,149.46735395189,123.89,1.102,88.66,104.67,589.94,83.3,367.6,78.13,112.82,169.04,40.6075,231.1,,,124.98,255.95,172.1,195.18,109.64,47.28,122.52427184466
852,07/27/2020,308.75,253.65,89.29,268.468292682927,286.19,530.47,38.35,57.48,175.5,67.27,286.38,104,199.93,83.25,124.04,88.49,105.8575,263.99,78.69,,74.54,125.33,62.69,67.03,391.02,366.67,393.04,102.09,162.28,228.45,172.938144329897,157.15,3.806,96.43,182.24,895.5,192.55,637.4,114.97,157.69,197.34,69.2,413.44,,30.99,109.37,298.6,284.21,227.45,267.03,43.45,130.330097087379
853,07/27/2021,625.51,244.68,82.11,248.478048780488,333.96,702.79,45.51,59.42,228.88,70.47,410,121.41,392.75,114,139.96,120.35,112.145,382.63,109.9,,68.93,247.69,72.19,78.67,467.5,686.95,486.25,76.34,243.18,325.026666666667,243.23883161512,204.12,2.48,130.22,260.32,1479.88,266.85,581.01,170.16,214.86,268.35,118.4,530.28,,45.82,159.12,415.1,202.85,378.52,378.38,64.8,158.097087378641
854,07/27/2022,262.61,251.72,66.8,244.34,212.92,546.69,40.31,58.11,274.73,92.51,318.56,145.07,237.36,109.41,134.3,86.92,85.8,468,105.61,,60.9,204.66,70.94,77.74,478.35,385.96,207.17,80.68,225.13,225.34,214.321305841924,339.62,1.52,93.22,305.85,1273.56,243.61,587.91,150.69,221.53,211.8,93.61,581.93,,23.09,109.27,534.61,286.99,355.33,320.52,36.49,111.11
855,07/27/2023,385.31,236.05,45.48,283.59,262.79,422.14,52.64,92.43,292.75,69.95,388.65,187.33,208.51,47.64,134.36,100.03,129.36,470.69,82.67,76.86,76.51,276.32,80.39,79.45,451.0,545.96,189.7,62.68,224.56,323.56,216.05,405.51,0.44,88.51,307.34,1324.14,277.57,744.66,128.63,229.78,282.01,83.68,560.02,,46.61,138.05,505.23,349.64,285.22,354.9,40.66,139.86
856,07/28/2020,299.11,255.27,89.26,266.341463414634,280.35,521.75,38.27,56.58,175.75,64.23,281.51,102.11,197.37,80.68,123.46,87.99,104.4475,265.23,77.44,,73.73,123.96,62.1,65.9,386.65,361.65,385.42,100.61,158.65,226.563333333333,168.848797250859,153.89,3.8,96.35,181.5,882.03,196.38,631.0,112.99,157.11,194.28,67.67,407.36,,30.81,109.07,299.93,278.52,223.49,264.3,43.5,130.252427184466
